SpeakerId,EventId,SpeakerOrder,FirstName,LastName,Title,Topic,Facebook,Email,Website,Twitter,Description,PhotoUrl,ScheduleDate,Session,CreateDate,CreateBy
56,2,1,Alex,Barkaloff ,"Executive Producer of Digital Media, Lionsgate",,,,,,"Alex Barkaloff is a cross between the new media Hollywood producer at Lionsgate, as  Executive Producer of Digital Media, and the techno gadget dealmaker. He started his  career at  JPL/NASA  in the 80’s where he developed software  for Space Shuttle earth- observing instruments, and later joined a group of engineers that developed their own  technology and spun out of the lab to form a new tech venture. Alex quickly realized  that he had the knack for marketing new ideas and inventions and in a few days was  able to secure $3 million in startup financing. He was made VP of the new venture,  Datran.  In 2008, Alex was made Executive Producer of Digital Media at Lionsgate. He is  responsible for developing high-impact mobile entertainment, applications, games and  communities from the company’s 12,000 film  library and hit TV shows as Weeds, Mad  Men,  Crash and Fear Itself. Additionally, he oversees original digital productions,  especially those that can be cross-developed for filmed entertainment and TV and well  as global digital projects such as Africa Diary, in cooperation with (RED. His recent  achievements there include establishing a partnership with Madrid-based Zed, the  largest mobile mobile aggregator, and co-developing a hit reality show, Instantly Rich,  for the US/Canada and Australia/New Zealand markets. ",https://lh3.googleusercontent.com/-OdMUKr_Y7d0/ThfuJMB3VhI/AAAAAAAAAbQ/AzmEKsJq4nI/Pic%252520at%25252010.53.59%252520PM.png,,5,7/8/11,Fokenwort
57,2,2,Arne ,Rees ,"Vice President, ESPN",,,,,,"Arne is a native of Heide, Germany and holds a law degree from the University of  Passau, a Masters of Art in Law and Diploma from Fletcher School of Law and an MBA  from Ecole Nationale des Ponts et Chausess, Paris, France.  Arne spent five years as  head of strategy and business  development for UEFA in Nyon, Switzerland.  He  garnered additional experience during stints at UBS Capital as an investment  consultant and as a director of business development for I-D Media, the leading direct  response media services company in the United States.  Arne joined ESPN in 2006, was instrumental in driving the strategic planning and  development of the international broadband and wireless business platforms spanning  5 continents.  Arne serves as Vice President, assistant to the President, working out of  the ESPN offices in NYC.  He works directly with the president of ESPN Inc and ABC  Sports,  in key decision-making related to management and strategic directions, playing  a significant role in negotiations and developing business relationships between ESPN  and major sports leagues. ",https://lh4.googleusercontent.com/-_q4bbp40AvM/ThfuI5XB6LI/AAAAAAAAAbI/3IoDNKmFs_c/Pic%252520at%25252010.54.12%252520PM.png,,2,7/8/11,Fokenwort
61,2,6,Juan ,Enriquez ,"General Partner, Excel Ventures",,,,,,"Juan is recognized as one of the world’s leading authorities on the economic and  political impacts of life sciences. He is an active co-investor in multiple life science start  ups, helping manage and invest in dozens of companies including Xcellerex, BioTrove,  Synthetic Genomics, Saladax, Fina Technologies, MedNetworks, Zonare, Catch.com, and  ZipCar. Before founding Biotechonomy and Excel, he was the founding director of the  Harvard Business School Life Sciences Project. Author of global bestsellers: As the Future Catches You: How Genomics & Other Forces  are Changing Your Life, Work, Health & Wealth. (Selected by Amazon’s editors as one of  the best business books of the year.); Homo Evolutis: Please Meet the Next Human  Species (with co-author Steve Gullans); and  The Untied States of America: Polarization,  Fracturing, and Our Future. (Selected by the Boston Globe and the Miami Herald as “one  of the most important books of the decade.”)   ",https://lh4.googleusercontent.com/-ABnxrewvhFg/ThfuHDc88pI/AAAAAAAAAac/an7r1oLDQEY/Pic%252520at%25252010.54.43%252520PM.png,,11,7/8/11,Fokenwort
64,2,9,Mark ,Hess ,SVP Video Business and Product Development at Comcast,,,,,,"Mark has been working in the cable industry for the last 25 years. At  Comcast, he is  responsible for developing and deploying new and enhanced video products and  services on two-way digital network, including video on demand (VOD), DVR and  interactive television (ITV) applications. ",http://blog.comcast.com/mt-static/support/assets_c/2009/02/markhess-thumb-150x150-273.jpg,,6,7/8/11,Fokenwort
72,2,17,Todd ,Yellin ,"Vice President of Product Innovation, Netflix",,,,,,"Todd Yellin is Vice President of Product Innovation at Netflix, leading the effort to  create an easy way for Netflix members to find the best movies and TV shows out of the  many thousands that they can stream through a myriad of devices. Since beginning at  Netflix in January of 2006, he has overseen much of the Netflix experience including  personalization, merchandising algorithms, social discovery, and the UI for the website  and the many UIs for the TV (via game platforms, DTVs, set top boxes, etc.). In his  previous life as a filmmaker, Todd directed the feature film Brother’s Shadow, which  opened at the Tribeca Film Festival, and also worked as a documentarian for British TV.  Most notably he was the only person ever to film Tibetan refugees escaping over the  Himalayas. The resulting footage was broadcast worldwide and his account was  published in Progressive magazine and syndicated by the New York Times. ",https://lh3.googleusercontent.com/-5weSe_0ejlE/ThfuICZ71KI/AAAAAAAAAa8/rvL8zJhrZqE/Pic%252520at%25252010.55.52%252520PM.png,,1,7/8/11,Fokenwort
62,2,7,Kevin ,Thau ,"Vice President of Business and Corporate Development, Twitter",,,,,,"Kevin is Vice President of Business and Corporate Development at Twitter. His team is  responsible for making partnerships and acquisitions that increase Twitter’s reach,  relevance and revenue. Upon joining Twitter in 2008, Kevin led the companies mobile  product, engineering and distribution efforts focused on making the service an  essential part of everyday communication. Prior to Twitter, Kevin worked on  introducing the world to the first graphics workstations, Internet email, photo  messaging, mobile web browsers, SMS shortcodes, and version 1.0 of  “App Stores” at  Silicon Graphics, Software.com, Openwave, and Qpass in sales, product, and corporate  development roles. ",https://lh5.googleusercontent.com/-o--UL84_2us/ThfuHeEkyyI/AAAAAAAAAak/IXzQqQwAiGw/Pic%252520at%25252010.54.48%252520PM.png,,12,7/8/11,Fokenwort
65,2,10,Mary ,Meeker ,Partner at Kleiner Perkins Caufield & Byers,,,,,,"Mary Meeker is a partner at Kleiner Perkins Caufield & Byers and served as a managing  director and research analyst at Morgan Stanley from 1991 to 2010. Since beginning  her career as a securities analyst in 1986, Mary has focused on emerging technology  trends and companies. ",https://lh3.googleusercontent.com/-0_RYOZFaBwI/ThfuG0KEl7I/AAAAAAAAAaY/-gXWFKhTWCA/Pic%252520at%25252010.55.02%252520PM.png,,18,7/8/11,Fokenwort
68,2,13,Roelof ,Botha ,"General Partner, Sequoia Capital",,,,,,"Roelof is a partner of Sequoia Capital.  Born in Pretoria but raised in Hout Bay, Roelof  attended Hoerskool Jan van  Riebeeck in Cape Town.  Roelof has earned a BSc in  Actuarial Science, Economics and Statistics from the University of Cape Town,  graduating in 1996 with the highest score in the history of the program.   In 1998, he  became the youngest actuary in South African history.  He worked for 2 years for  McKinsey in South Africa before moving to the United States, where he attended  Stanford University, where he gained an MBA in 2000.  Prior to his graduation from  Stanford, Roelof became a director of Corporate Development at PayPal, was named  CFO in 2001.  In 2003, a year after the eBay acquisition of PayPal, Roelof joined Sequoia  Capital where his focus is financial services, cloud computing, bioinformatics, consumer  internet and mobile companies.  Roelof is currently on the board of Square, Tumblr,  Evernote and 12 others.  For all his sins, Roelof is still a Blue Bull supporter. ",https://lh6.googleusercontent.com/-7k4vyRiCWsc/ThfuGoOoaVI/AAAAAAAAAaM/TGMo84rp8Ao/Pic%252520at%25252010.55.19%252520PM.png,,8,7/8/11,Fokenwort
69,2,14,Ronald ,Conway ,Leading Silicon Valley Angel Investor,,,,,,"In 2001, a book was published about Ronald called “The godfather of Silicon Valley”  which describes him as  ‘the man who has placed more bets on Internet start-ups than  anyone else in the Valley’.  Besides being described as the Godfather, Conway is also  often described as one of the  ‘super angels’.   Ron started his career as a salesman who  made a fortune in the computer business though he knew little about technology on his  first entry into the business.  He has  worked in marketing position at National  Semiconductor Corporation between 1973 and 79 before co-founding Altos Computer  Systems where he worked until it was acquired by Acer in 1990.    Ron took up Angel investing in 1998, following the sale of Personal Training Systems to  SmartForce/SkillSoft.  Since 1998, Ron has funded over 500 investments and while he  has seen his share of hits and misses, the investments that earned him the title of ‘super  angel’ include Google, Digg, PayPal, AskJeeves, Napster, Zappos and Photobucket, to  name but a few.  Ron serves as a Member of the Advisory Board of Facebook, Twitter,  Digg, Associated Content, Rock You, PurePLay, ScanScout, Trulia, StumbleUpon and  Anchor Intelligence.  Besides his angel investment commitments, Ron is involved in  community activities as a member of the development committees of UCLA, ST Francis  High School, Sacred Heart School, UCSF Medical Centre and he serves as  Chairman of  Ronald McDonald House at Stanford and the Packard Children’s Hospital.  ",https://lh3.googleusercontent.com/-A7VMXGWFTN4/ThfuIV6KN3I/AAAAAAAAAbA/xpPNkVSlJUo/Pic%252520at%25252010.55.25%252520PM.png,,13,7/8/11,Fokenwort
58,2,3,Charlie ,Ergen,"Chairman, EchoStar",,,,,,"Charlie hails from Tenessee, where his father was a nuclear physicist.  Charlie’s interest  in satellites was launched when his father took him out to a field to watch the Russian  satellite Sputnik.  After graduating from the University of Tenessee at Knoxville with a  BA, he gained his MBA from Wake Forest University.  Charlie started working as a  public accountant for the snack-maker Frito Lay, while parellel with this he was playing  blackjack professionally.  Together with Jim DeFranco, Charlie tried his luck in Las  Vegas where they became known for being skilled players though it all ended when the  2 of  them were accused of counting cards and where thrown out of Vegas.   Leaving  Vegas, Charlie and Jim saw a truck carrying a satellite dish and the idea was born.  Together with future  wife Cantey, Jim and Charlie launched EchoSphere in 1980 in  Colorado, targeting its rural audience, delivering satellite systems themselves. 24 years  later, EchoStar was the 2nd largest satellite broadcast provider in the United States.  The  company, where Charlie serves as Chairman, has 15,000 employees serving 9 million  customers. ",https://lh5.googleusercontent.com/-IVWlTtwWN6I/ThfuIlGjEUI/AAAAAAAAAbE/5HpdY6WzoxE/Pic%252520at%25252010.54.20%252520PM.png,,9,7/8/11,Fokenwort
59,2,4,Eric ,Schmidt ,Chairman of Google,,,,http://google.com,@ericschmidt,"Born in Washington DC, growing up in Virginia and graduating from Princeton  University where Eric earned a BS in Electrical Engineering, after which he earned an  MS for designing and implementing a network linking the campus computer centre, the  CS and the EECS departments as well as a PhD in 1982 in EECS.  Joined author of LEX (a  lexical analyzer and an important tool for compiler construction), Eric taught at  Stanford Business School as a part-time professor.  Eric joined Sun Microsystems in 1983, led its JAVA development efforts and rose to  become CTO.  In 1997, he was appointed CEO of Novell, which he left after the  acquisition of Cambridge Technology Partners.  Being interviewed by Larry and Sergey,  he was appointed Chairman and CEO of Google in 2001.  Eric was a campaign advisor to  Barack Obama, as well as informal advisor to the Obama Presidential campaign,  followed by a membership of the Obama Transition Advisory Board.  He currently  serves as a member of the President’s Council of Advisors on Science and Technology.   Eric collects modern and contemporary art and is an investor in art.sy ",https://lh5.googleusercontent.com/-nx5dUllGXOI/ThfuIj8D9HI/AAAAAAAAAbM/hFIGX3YKqko/Pic%252520at%25252010.54.26%252520PM.png,,10,7/8/11,Fokenwort
10,1,10,Magdalena ,Bakker,"HR Director, Allegro",,,,,,"Co-founded Allegro.pl and for 8 years was deeply committed to its development. For the past three years, Magda has been holding the position of Board Member at Garvest. Last year, she re-joined Allegro Group and currently holds the post of HR Director.",http://b210.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bd7a6e2f6cb5f5533d0c9b63a8b0430ec7158a2a146af3470e9310852c478f06845e2e72b4e1cf7b17d7ae1fc26433ffee225835c06d2604cac8dc91de9c144ad3478c5b1&a=210&b=210,,2,7/10/11,Brook
25,1,25,Jonny ,Crowe,"Head of Operations, MIH Internet Europe",,,,,,"Heads up European operations and M&A for MIH. With the company three years in July. Previously lawyer, incubator, general manager and operator of Internet businesses in social networking, search marketing, comparison shopping and ecommerce. Deceptively tall.",http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bb5829bcf0b732d1ae9e7fdb2559bbf8a9588b6661c3d190a97fba61d351829b9d1e20ff519ed9f9441708936e3e488a9c2d3a0b84208e623379d56d86af3ab40ab62c051&a=209&b=209,,2,7/10/11,Brook
91,1,73,Clarissa ,Mack,"Group Executive Poicy and Regulatory Affairs, MIH",,,,,,"Clarissa is responsible for communications sector, competition and consumer protection regulation",http://b210.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b9a218b7e0884cbc740852b1071bdce241073ccf46d2f80c346fdae7582156e0defed91c99754d2b9a3ea45090e1030a4d8dd82e93ccad7a71155188c30afb07393ff4d8d&a=210&b=210,,1,7/10/11,Brook
94,1,76,Said,Rhamani Khezri,"SVP, Irdeto",,,,,,"Said is senior vice president of Corporate and Business Development and member of senior leadership team of Irdeto. Said is responsible for worldwide business strategy, market development, corporate partnerships, investments, mergers and acquisitions.",http://b208.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bcf2df3991dbd1c64aef8bb6015aac0a1b8c61d11a3f0e93ac3a2d3b584aa989a04a8521721443157f3e65479d31d43c93e174d46358b674780b875e2c56e5936f5ecb9e1&a=208&b=208,,4,7/10/11,Brook
50,1,50,Koos ,Pieterse,"CFO, Media24",,,,,,"CFO for the Media24 group as well as the operational divisions. Director of Paarl Media Holdings and Via Afrika Ltd. Responsible for the group f inance, internal audit and secretarial functions. Chairman of the Naspers Medical Aid and the Media24 Retirement Fund's investment committee. Also responsible for property portfolio and central IT.",http://b210.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bf044f97d4e8103841c9a92e7f178d05a045c83404ce26ec020bc6392b691080999a462be109745bb767cc8bdb69c9dfabfd99536f68b23ef5cb4d786fdc1b74b8b3026d2&a=210&b=210,,5,7/10/11,Brook
95,1,82,Patricia,van Rooyen,"CEO, MNET",,,,,,Patricia van Rooyen is the CEO of M-Net. She was appointed to this position in March 2008. Prior to this she spent nine years in the group as the head of the magazine division – Media24 Magazines. Prior to joining the Naspers group she was CEO of the business magazine division at Avusa (formerly Johncom.) Patricia has a BA degree and an MBA from the Wits Business School.,http://naspers.com/cmsAdmin/uploads/thumb/paytv_patricia_scholtemeyer.jpg,,3,7/10/11,Brook
101,1,83,Sim ,Whatley,"Managing Partner, Dubizzle",,,,,,"Managing partner and co-founder at dubizzle.com, a middle east free classif ieds site. Oversees strategy, sales, f inance and business development.",http://b208.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b518f2363797de0126eff8234ddebab7ebdf1504e34558488ccc52114c45feb404995c04c610974a6de02268d6e0dd0e5135d41313519ec90b06a15aa4edc63239fcb7221&a=208&b=208,,2,7/10/11,Brook
111,1,28,Fabrice,Grinda,"Co-CEO & Founder, OLX",,,,,,"As an Internet entrepreneur and investor, Fabrice has successfully transposed, adapted and invested in business ideas between the U.S., Europe, Asia and Latin America. In March of 2006, Fabrice co-founded OLX, Inc. with business partner Alec Oxenford, in the hopes of building the largest free local classified site in the world. As co-founder and co-CEO, Fabrice drives the company’s business development, investor relations, M&A and product development efforts. Fabrice is also a prolific angel investor with over 30 active investments in various companies including BrandsClub, Brightroll, and many others. Prior to OLX, Fabrice was the founder and CEO of Zingy Inc., which he built into one of the largest wireless media companies in the Americas while successfully closing deals with some of the top wireless providers in the world. Within four years, Fabrice successfully grew the business to $200 million in content sales before selling the business in 2004 for $80 million. In 1998, Fabrice co-founded and was CEO of Aucland S.A., one of the top three auction sites in Europe. Before that Fabrice worked as a business consultant for McKinsey & Company. Fabrice graduated Summa Cum Laude from Princeton University in 1996 and was awarded the Halbert White prize, given to the most distinguished economics student, as well as The Wolfe Balleisen memorial prize, awarded for best thesis.",http://naspers.com/cmsAdmin/uploads/thumb/fabrice_grinda.jpg,,2,,Brown
13,1,13,Grzegorz ,Brochocki,"Board Member, Allegro",,,,,,Co-founder and Board Member of Allegro and PayU Group.,http://b208.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bb3d0f764c09ca5b8f0440b15ea23836659b3c4b2e9cb368e19ddf2821b98893cd6f33feb9ca259a7273639891f5cab341f61076f636ea858f9afd60b03ba5d3ddb20d9c3&a=208&b=208,,2,7/10/11,Brook
30,1,30,Tomasz ,Jażdżyński,"CEO, Gadu-Gadu",,,,,,"Tomasz Jażdżyński started his professional career in the financial industry in 1995. In 1999 he was appointed CEO of Interia.pl, the third largest Polish internet portal. As the youngest CEO in the history of the Warsaw Stock Exchange, he led an IPO of Interia.pl in 2000. He is the only CEO in Poland to IPO two companies, the second one being Bankier.pl, a leading Polish financial portal, in 2006. In 2004 he was recognized as Polish Internet Man of The Year by InternetStandard editorial. Between 2004 and 2005, as CFO of Wirtualna Polska, the second largest portal in Poland,  he was responsible for the restructuring of the business. In 2008 he again joined Interia.pl as CEO until 2010, after which he joined Gadu-Gadu. He received the prestigious Mixx-award for Lifetime Achievement by IAB Poland in 2009.",http://naspers.com/cmsAdmin/uploads/thumb/tomasz_jazdzynski_gadu.jpg,,2,7/10/11,Brook
88,1,70,Doug ,Lowther,"EVP Digital TV, Irdeto",,,,,,"Doug is responsible for the Digital TV business within Irdeto, which provides products, solutions, and services to Pay and Free-to-Air broadcasters and operators.",http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b8fc6f30483392bdd5ed5bdcf4f9cd852f0692125c4b9c13c040467961ea868c3965567ebf138c423c87ee6259ff634ea81bfc0ff778a717f1708049f3c2157a14600353c&a=209&b=209,,4,7/10/11,Brook
77,1,59,Martin ,Lau,"President, Tencent",,,,,,,http://b210.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b44b228dfaa7e7465f39265dde431677d1cb3937c5dd611c643055f9267f972d0721f20b33cff587fc24a4479fb8e58dc09b5e966aeec504a7b87726cdef07fd6c07b753f&a=210&b=210,,2,7/10/11,Brook
89,1,71,Romero ,Rodrigues,"CEO & Co-Founder, BuscaPé",,,,,,"Romero Rodrigues, 33, is CEO and Co-Founder of BuscaPè. He studied Electrical Engineering at Universidade de Sao Paulo. BuscaPè, which started in 1998 as the second comparison shopping site to be launched world-wide, is now a platform of several different companies with the objective to enable eCommerce in Latin America. The group includes comparison shopping, shopping info, coupon aggregator, payments, market intelligence, behavioural marketing, aff iliate platforms, lead generation and free-classif ieds.",http://naspers.com/cmsAdmin/uploads/thumb/internet_romero_rodrigues.jpg,,2,7/10/11,Brook
16,1,16,Arjan ,Buikema,"Investment Analyst, MIH Internet",,,,,,"Have been involved in the investment industry both in South Africa and internationally since 1991. Joined MIH Internet in January 2009, responsible for high level research on Internet trends, global economics, Internet business models and valuations.",http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b045b2e3feba15df9c256b33ae33b48ca79604dfff17fc73b083867ed47c7a79b6d29828605d163975e1767081cbfb1f173c313fbc8b675cb986078efcaaccd84caf98a09&a=209&b=209,,2,7/10/11,Brook
83,1,65,Meloy ,Horn,"Head of Investor Relations, Naspers",,,,,,"Meloy, a qualif ied chartered accountant, joined Naspers in May 2008 to head up Investor Relations. Before that she was a top-ranked analyst with Merrill Lynch, covering the media and telecommunications sectors for almost 10 years. Meloy interacts, on behalf of Naspers, with the various players in f inancial markets, such as equity and debt investors, analysts, regulatory bodies etc.",http://b208.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bd35c65c2f18721acb8e863546c44a9abc407d3b337e10871b7c5ef6fa3c22ea9f0ab7a816c922a83a4fb86165a84c420ddd60535aebf85fc7c5ce86f1b846fd9250b7d42&a=208&b=208,,1,7/10/11,Brook
74,1,56,Maurice ,Lai,"CFO, MIH Internet",,,,,,"In charge of MIH Internet f inance function. Review and assess management capacity, business model, strategy and direction of MIH internet businesses.",http://b207.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b7baf27bc5a35d5af7ad3f0e2dcd8ae821b4f65ceeaec3bf7e3fd855fc73c6ef5a665ffe45e7ff65d2f706dcb488bb15777cf49ce5ddd98485b65e75b9a22d014b21b1141&a=207&b=207,,2,7/10/11,Brook
78,1,60,Stefan ,Magdalinski,"GM, E-Commerce, Sub-Saharan Africa, MIH Internet Africa",,,,,,"Responsible for Kalahari (Online Retail in Kenya, Nigeria), Mocality (Business listings in Kenya, Nigeria) and Dealf ish (Classifieds in Kenya, Tanzania, Uganda, Ghana, Nigeria, Senegal, Cameroon, DRC and Cote D'Ivoire!) Based in Cape Town, Nairobi and Lagos.",http://b207.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b976999485ddafe7dc67b79d26c0147a626d9c53116dfef86e1cf11399bd694eaa0e013cf8a1449b891047f7b5e4456b6a8c6ee7ea89e3fb7d80d9ab33ede6fc9aa75797f&a=207&b=207,,2,7/10/11,Brook
20,1,20,J.C. ,Butler,"Co-founder/Managing Partner, Dubizzle",,,,,,"One of two Co-founders and Managing Partners of Dubizzle.com. Founded Dubizzle in 2005, and have since expanded the site across the MENA region in 3 different languages. I'm American, grew up in New Mexico, and educated at UCLA. Dubizzle is the f irst entrepreneurial start-up for both of us founders.",http://b210.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b2168d41fa35fa1dac042d63a5ba1f7316e04de0866277cd08a89e97e540906df3b990c5ae5f75d9fdebf065c0dc452227c8ee753354141bc9b25c7bf7ab2795d7578d5b2&a=210&b=210,,2,7/10/11,Brook
33,1,33,Lance ,Johnson,"Head of Corporate Development USA, MIH Internet Europe",,,,,,"Lance focuses on mobile M&A and portfolio company operations at MIH. Prior to joining MIH, Lance was responsible for the monetization of Nokia’s services worldwide as VP, Sales & Marketing, at Nokia Interactive/Navteq based in New York City. Lance started his career at Yahoo!, where he held a variety of senior roles in London and Munich. He holds an honors degree in economics and was a Fulbright Scholar in Germany.",http://b208.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550ba792277c408ba7577966e83894cb35937b7e142dbf9a38e8b75c57096a2b0833c28ee70cf5be5c2044d1b81b67e7c18f2844b15201097ad13950f3d6c74a24d182ceba11&a=208&b=208,,2,7/10/11,Brook
45,1,66,Mark ,Rayner,"GM, DStv Mobile SA",,,,,,Responsible for the mobile television activities of DStv in South Africa.,http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bc286eb58e38d177ef3ee1135bbcd2415a5db55142c0cc1bc41befa725937e0fa9ae1c6359cadd8901a78a9622f01e3ba8262038b87d7409dce58cb157eca2af1670ac227&a=209&b=209,,3,7/10/11,Brook
26,1,26,Ale ,Estrada,"Founder & Co-CEO, Dineromail",,,,,,"Founder and Co-CEO of Dineromail. The main online Latin American Payment Company aggregating most payment methods from Mexico, Brazil, Colombia, Argentina and Chile. Previously, CEO Banco Privado de Inversiones, leading premium credit card issuer in Argentina.",http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b154847b217057357363f6fe3a1330f355b89d61e96635065c91b94c1638b36f5985261281c319b150935f42eada2f4dcb9da92840b92c4862443a31405b1e719e79fe05a&a=209&b=209,,2,7/10/11,Brook
38,1,38,Joseph ,Hundah,"Managing Director, Multichoice",,,,,,"CEO of Multichoice Nigeria (MCN), currently MCN has more than 600 000 subscribers and is growing quite aggressively. My function runs across all disciplines of the organisation with a heavier focus on strategy, sales, operations, regulatory and marketing. Nigeria is a challenging market however and requires a lot of resilience and focus and it has huge potential.",http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550bc7496b27c9ef3ef188a398213065f9db0aa7db98ab16c272acf4cad50231819ebb66017877478ce0f374bbd9ae7b035ea15fec34fdfb9a1146a0f127ec5fb1da852ec220&a=209&b=209,,3,7/10/11,Brook
76,1,58,EJ ,Lugt,"CEO, Nimbuzz",,,,,,"Evert Jaap Lugt (Msc) is the founder and CEO of Nimbuzz, the most comprehensive mobile social messaging application. Evert Jaap Lugt founded Nimbuzz in 2006 and after a period of development while still in Beta the product was launched in May 2008. Evert Jaap Lugt developed a prototype of the original idea using his own capital and has subsequently led the company through two rounds of funding. Prior to Nimbuzz Evert Jaap Lugt, has been active as a serial entrepreneur with several successful start ups in the internet and mobile industries. Evert Jaap Lugt graduated with a MSc in Industrial Engineering from the Technical University of Eindhoven.",http://naspers.com/cmsAdmin/uploads/thumb/internet_evert_jaap_lugt.jpg,,2,7/10/11,Brook
92,1,74,Vikas ,Saxena,"CEO, Nimbuzz",,,,,,Vikas will soon start as the CEO of Nimbuzz. Currently he is working as the General Manager for 3G Operations at Aircel Ltd in India. In this role he is responsible for rollout and operations of one of the India’s f irst private sector build-up of 3G network nationwide.,http://b209.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b2dfe9b6fed63a6b3e987722fa6b81d50dcd30ba4e5cd4c18e8c6f4e269d8457a7cfdde12a51d827dd985840dca72346184e14adae775b4f94a4556f5d7b2afec73b09843&a=209&b=209,,2,7/10/11,Brook
96,1,78,David ,Wallerstein,"Senior Executive Vice President, Tencent",,,,,,"David Wallerstein has worked with Tencent since 2000 and joined the Tencent executive team in 2001. Mr Wallerstein is a U.S. native with 20 years of experience living and working in China and japan. Mr Wallerstein was Vice President, Business Development of MIH Asia, overseeing MIH’s entry strategy in China’s Internet sector.",http://b208.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b90b2c4779f3f6006bc8cfb2d4797066817c9d0c3ed94450614e5e4a03abef8721d38502d8f7eee1e0e195d57dd1030a082a5a49e332c225a8a19e35e16fea26b9e912525&a=208&b=208,,2,7/10/11,Brook
98,1,80,Jan ,Steenkamp,"VP Americas, Irdeto",,,,,,Working with Irdeto to develop North American business.,http://b210.photo.store.qq.com/http_imgload.cgi?/rurl4_b=df7de7b65e0d5c5825a2190c19b7550b8fd183a9ddf95a4e345aacdbc5b546de4b0960ae3eea5ae9a005fd165316aa5ced818baf51026112f07511fca1c7e74bdb55ee684ac7aca9cfe4cdf2d503604ca6380630&a=210&b=210,,4,7/10/11,Brook
